id,movie_key,name,source,file_name,script_url,tmdb_title,release_date,tmdb_id,overview,imdb_title,imdb_release_date,imdb_id,dialogue,charinfo,tagged
151,birdman,Birdman,imsdb,Birdman,https://imsdb.com/scripts/Birdman.html,Birdman,2015-07-01,435092,"A portrait of Robert, a troubled but poetic soul struggling with his purgatorial existence in a hackney scrapyard.",Birdman or (The Unexpected Virtue of Ignorance),2014,2562232,Birdman_dialogue.txt,Birdman_charinfo.txt,Birdman_parsed.txt
152,birds,"Birds, The",imsdb,Birds-The,https://imsdb.com/scripts/Birds%2C-The.html,The Birds,1963-03-28,571,Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.,The Birds,1963,0056869,Birds-The_dialogue.txt,Birds-The_charinfo.txt,Birds-The_parsed.txt
153,birthdaygirl,Birthday Girl,imsdb,Birthday-Girl,https://imsdb.com/scripts/Birthday-Girl.html,Birthday Girl,2001-09-06,2084,"John is a mild-mannered banker who has never been lucky in love. Fed up with waiting for the right girl to come along, John takes a chance on a Russian mail-order bride arranged via the Internet, where he is introduced to Nadia. John's fondness for Nadia grows... until the sudden arrival of Nadia's gregarious cousins makes John realize that he's in over his head.",Birthday Girl,2001,0188453,Birthday-Girl_dialogue.txt,Birthday-Girl_charinfo.txt,Birthday-Girl_parsed.txt
154,blackdahlia,"Black Dahlia, The",imsdb,Black-Dahlia-The,https://imsdb.com/scripts/Black-Dahlia%2C-The.html,The Black Dahlia,2006-09-15,9676,"In 1940s Los Angeles, two former boxers-turned-cops must grapple with corruption, narcissism, stag films and family madness as they pursue the killer of an aspiring young actress.",The Black Dahlia,2006,0387877,Black-Dahlia-The_dialogue.txt,Black-Dahlia-The_charinfo.txt,Black-Dahlia-The_parsed.txt
155,blackpanther,Black Panther,imsdb,Black-Panther,https://imsdb.com/scripts/Black-Panther.html,Black Panther,2018-02-13,284054,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",Black Panther,2018,1825683,Black-Panther_dialogue.txt,Black-Panther_charinfo.txt,Black-Panther_parsed.txt
156,blackrain,Black Rain,imsdb,Black-Rain,https://imsdb.com/scripts/Black-Rain.html,Black Rain,1989-09-22,4105,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. However, in Japan he manages to escape, and as they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game--the Japanese way.",Black Rain,1989,0096933,Black-Rain_dialogue.txt,Black-Rain_charinfo.txt,Black-Rain_parsed.txt
157,blacksnakemoan,Black Snake Moan,imsdb,Black-Snake-Moan,https://imsdb.com/scripts/Black-Snake-Moan.html,Black Snake Moan,2006-12-31,7874,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.",Black Snake Moan,2006,0462200,Black-Snake-Moan_dialogue.txt,Black-Snake-Moan_charinfo.txt,Black-Snake-Moan_parsed.txt
158,blackswan,Black Swan,imsdb,Black-Swan,https://imsdb.com/scripts/Black-Swan.html,Black Swan,2010-12-03,44214,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,Black Swan,2010,0947798,Black-Swan_dialogue.txt,Black-Swan_charinfo.txt,Black-Swan_parsed.txt
159,blackkklansman,BlacKkKlansman,imsdb,BlacKkKlansman,https://imsdb.com/scripts/BlacKkKlansman.html,BlacKkKlansman,2018-08-09,487558,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.",BlacKkKlansman,2018,7349662,BlacKkKlansman_dialogue.txt,BlacKkKlansman_charinfo.txt,BlacKkKlansman_parsed.txt
160,blade,Blade,imsdb,Blade,https://imsdb.com/scripts/Blade.html,Blade,1998-08-21,36647,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",Blade Runner 2049,2017,1856101,Blade_dialogue.txt,Blade_charinfo.txt,Blade_parsed.txt
161,bladerunner,Blade Runner,imsdb,Blade-Runner,https://imsdb.com/scripts/Blade-Runner.html,Blade Runner,1982-06-25,78,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",Blade Runner 2049,2017,1856101,Blade-Runner_dialogue.txt,Blade-Runner_charinfo.txt,Blade-Runner_parsed.txt
162,bladetrinity,Blade: Trinity,imsdb,Blade-Trinity,https://imsdb.com/scripts/Blade-Trinity.html,Blade: Trinity,2004-12-08,36648,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed--The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him--the original vampire, Dracula.",Blade: Trinity,2004,0359013,Blade-Trinity_dialogue.txt,Blade-Trinity_charinfo.txt,Blade-Trinity_parsed.txt
163,blindside,"Blind Side, The",imsdb,Blind-Side-The,https://imsdb.com/scripts/Blind-Side%2C-The.html,The Blind Side,2009-11-20,22881,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",The Blind Side,2009,0878804,Blind-Side-The_dialogue.txt,Blind-Side-The_charinfo.txt,Blind-Side-The_parsed.txt
164,blingring,"Bling Ring, The",imsdb,Bling-Ring-The,https://imsdb.com/scripts/Bling-Ring%2C-The.html,The Bling Ring,2013-06-12,96936,"Inspired by actual events, a group of fame-obsessed teenagers use the Internet to track celebrities' whereabouts in order to rob their homes.",The Bling Ring,2013,2132285,Bling-Ring-The_dialogue.txt,Bling-Ring-The_charinfo.txt,Bling-Ring-The_parsed.txt
165,bloodwine,Blood and Wine,imsdb,Blood-and-Wine,https://imsdb.com/scripts/Blood-and-Wine.html,Blood and Wine,1996-10-03,31640,"A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.",Blood and Wine,1996,0115710,Blood-and-Wine_dialogue.txt,Blood-and-Wine_charinfo.txt,Blood-and-Wine_parsed.txt
166,bloodsimple,Blood Simple,imsdb,Blood-Simple,https://imsdb.com/scripts/Blood-Simple.html,Blood Simple,1984-09-07,11368,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",Blood Simple,1984,0086979,Blood-Simple_dialogue.txt,Blood-Simple_charinfo.txt,Blood-Simple_parsed.txt
167,blow,Blow,imsdb,Blow,https://imsdb.com/scripts/Blow.html,Blow,2001-04-04,4133,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",Blow,2001,0221027,Blow_dialogue.txt,Blow_charinfo.txt,Blow_parsed.txt
168,bluevalentine,Blue Valentine,imsdb,Blue-Valentine,https://imsdb.com/scripts/Blue-Valentine.html,Blue Valentine,2010-12-26,46705,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",Blue Valentine,2010,1120985,Blue-Valentine_dialogue.txt,Blue-Valentine_charinfo.txt,Blue-Valentine_parsed.txt
169,bluevelvet,Blue Velvet,imsdb,Blue-Velvet,https://imsdb.com/scripts/Blue-Velvet.html,Blue Velvet,1986-09-19,793,"Clean-cut Jeffrey Beaumont realizes his hometown is not so normal when he discovers a human ear in a field, the investigation soon catapulting him toward a disturbed nightclub singer and a drug-addicted sadist.",Blue Velvet,1986,0090756,Blue-Velvet_dialogue.txt,Blue-Velvet_charinfo.txt,Blue-Velvet_parsed.txt
170,bodyheat,Body Heat,imsdb,Body-Heat,https://imsdb.com/scripts/Body-Heat.html,Body Heat,1981-08-28,14412,"In the midst of a searing Florida heat wave, a woman convinces her lover, a small-town lawyer, to murder her rich husband.",Body Heat,1981,0082089,Body-Heat_dialogue.txt,Body-Heat_charinfo.txt,Body-Heat_parsed.txt
171,bodyofevidence,Body of Evidence,imsdb,Body-of-Evidence,https://imsdb.com/scripts/Body-of-Evidence.html,Body of Evidence,1993-01-15,2149,"When an elderly millionaire is found dead with cocaine in his system, his will leaves $8 million to Rebecca Carlson, who was having an affair with him. District attorney Robert Garrett decides to prosecute Rebecca, arguing that she deliberately engaged in wild sex with the old man to overexcite him and lead to his premature death. Defense attorney Frank Dulaney defends Rebecca in court while getting sucked into a dangerous affair with her.",Body of Evidence,1992,0106453,Body-of-Evidence_dialogue.txt,Body-of-Evidence_charinfo.txt,Body-of-Evidence_parsed.txt
172,bodyguard,Bodyguard,imsdb,Bodyguard,https://imsdb.com/scripts/Bodyguard.html,Bodyguard,2011-08-31,73582,"Lovely Singh is extremely respectful of Mr Rana and his daughter Divya. While appointed as Divya's bodyguard, he falls in love with a girl he has never met, unaware that she is none other than Divya.",Bodyguard,2018,7493974,Bodyguard_dialogue.txt,Bodyguard_charinfo.txt,Bodyguard_parsed.txt
173,bonfireofvanities,Bonfire of the Vanities,imsdb,Bonfire-of-the-Vanities,https://imsdb.com/scripts/Bonfire-of-the-Vanities.html,The Bonfire of the Vanities,1990-12-21,9586,"After his mistress runs over a black teen, a Wall Street hotshot sees his life unravel in the spotlight; A down-and-out reporter breaks the story and opportunists clamber to use it to their advantage.",The Bonfire of the Vanities,1990,0099165,Bonfire-of-the-Vanities_dialogue.txt,Bonfire-of-the-Vanities_charinfo.txt,Bonfire-of-the-Vanities_parsed.txt
174,bonnieclyde,Bonnie and Clyde,imsdb,Bonnie-and-Clyde,https://imsdb.com/scripts/Bonnie-and-Clyde.html,Bonnie and Clyde,1967-08-14,475,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",Bonnie and Clyde,1967,0061418,Bonnie-and-Clyde_dialogue.txt,Bonnie-and-Clyde_charinfo.txt,Bonnie-and-Clyde_parsed.txt
175,boogienights,Boogie Nights,imsdb,Boogie-Nights,https://imsdb.com/scripts/Boogie-Nights.html,Boogie Nights,1997-10-07,4995,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",Boogie Nights,1997,0118749,NA,NA,NA
176,bookofeli,"Book of Eli, The",imsdb,Book-of-Eli-The,https://imsdb.com/scripts/Book-of-Eli%2C-The.html,The Book of Eli,2010-01-14,20504,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",The Book of Eli,2010,1037705,Book-of-Eli-The_dialogue.txt,Book-of-Eli-The_charinfo.txt,Book-of-Eli-The_parsed.txt
177,boondocksaints2allsaintsday,Boondock Saints 2: All Saints Day,imsdb,Boondock-Saints-2-All-Saints-Day,https://imsdb.com/scripts/Boondock-Saints-2-All-Saints-Day.html,The Boondock Saints II: All Saints Day,2009-11-24,22821,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",309: Boondock Saints 2: All Saints Day,2021,29789038,Boondock-Saints-2-All-Saints-Day_dialogue.txt,Boondock-Saints-2-All-Saints-Day_charinfo.txt,Boondock-Saints-2-All-Saints-Day_parsed.txt
178,boondocksaints,"Boondock Saints, The",imsdb,Boondock-Saints-The,https://imsdb.com/scripts/Boondock-Saints%2C-The.html,The Boondock Saints,1999-01-22,8374,"Tired of the crime overrunning the streets of Boston, Irish Catholic twin brothers Conner and Murphy are inspired by their faith to cleanse their hometown of evil with their own brand of zealous vigilante justice. As they hunt down and kill one notorious gangster after another, they become controversial folk heroes in the community. But Paul Smecker, an eccentric FBI agent, is fast closing in on their blood-soaked trail.",The Boondock Saints,1999,0144117,Boondock-Saints-The_dialogue.txt,Boondock-Saints-The_charinfo.txt,Boondock-Saints-The_parsed.txt
179,bound,Bound,imsdb,Bound,https://imsdb.com/scripts/Bound.html,Bound,1996-09-13,9303,"Corky, a tough female ex-convict working on an apartment renovation in a Chicago building, meets a couple living next door, Caesar, a paranoid mobster, and Violet, his seductive girlfriend, who is immediately attracted to her.",Bound,1996,0115736,Bound_dialogue.txt,Bound_charinfo.txt,Bound_parsed.txt
180,bountyhunter,"Bounty Hunter, The",imsdb,Bounty-Hunter-The,https://imsdb.com/scripts/Bounty-Hunter%2C-The.html,The Bounty Hunter,2010-03-16,27573,"A revered bounty hunter's latest gig is rather satisfying, as his bail-skipper is his ex-wife, who has no intention of getting nabbed without a fight.",The Bounty Hunter,2010,1038919,Bounty-Hunter-The_dialogue.txt,Bounty-Hunter-The_charinfo.txt,Bounty-Hunter-The_parsed.txt
181,bourneidentity,"Bourne Identity, The",imsdb,Bourne-Identity-The,https://imsdb.com/scripts/Bourne-Identity%2C-The.html,The Bourne Identity,2002-06-14,2501,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy--but who does he work for?",The Bourne Identity,2002,0258463,Bourne-Identity-The_dialogue.txt,Bourne-Identity-The_charinfo.txt,Bourne-Identity-The_parsed.txt
182,bourneultimatum,"Bourne Ultimatum, The",imsdb,Bourne-Ultimatum-The,https://imsdb.com/scripts/Bourne-Ultimatum%2C-The.html,The Bourne Ultimatum,2007-08-03,2503,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",The Bourne Ultimatum,2007,0440963,Bourne-Ultimatum-The_dialogue.txt,Bourne-Ultimatum-The_charinfo.txt,Bourne-Ultimatum-The_parsed.txt
183,box,"Box, The",imsdb,Box-The,https://imsdb.com/scripts/Box%2C-The.html,The Box,2009-10-29,22825,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",The Box,2009,0362478,Box-The_dialogue.txt,Box-The_charinfo.txt,Box-The_parsed.txt
184,boxtrolls,"Boxtrolls, The",imsdb,Boxtrolls-The,https://imsdb.com/scripts/Boxtrolls%2C-The.html,The Boxtrolls,2014-09-10,170687,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",The Boxtrolls,2014,0787474,Boxtrolls-The_dialogue.txt,Boxtrolls-The_charinfo.txt,Boxtrolls-The_parsed.txt
185,boyhood,Boyhood,imsdb,Boyhood,https://imsdb.com/scripts/Boyhood.html,Boyhood,2014-06-05,85350,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",Boyhood,2014,1065073,Boyhood_dialogue.txt,Boyhood_charinfo.txt,Boyhood_parsed.txt
186,braveheart,Braveheart,imsdb,Braveheart,https://imsdb.com/scripts/Braveheart.html,Braveheart,1995-05-24,197,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",Braveheart,1995,0112573,Braveheart_dialogue.txt,Braveheart_charinfo.txt,Braveheart_parsed.txt
187,break,Break,imsdb,Break,https://imsdb.com/scripts/Break.html,Break,2018-07-18,525938,"Lucie, a young dancer suffers an accident. When she wakes up from a coma, she and her partner start training for a dance show. On the way, she starts looking for her estranged father, a path that might lead her to life-changing love.",Prison Break,2005,0455275,Break_dialogue.txt,Break_charinfo.txt,Break_parsed.txt
188,breakdown,Breakdown,imsdb,Breakdown,https://imsdb.com/scripts/Breakdown.html,Breakdown,1997-05-02,2163,"When his SUV breaks down on a remote Southwestern road, Jeff Taylor lets his wife, Amy, hitch a ride with a trucker to get help. When she doesn't return, Jeff fixes his SUV and tracks down the trucker -- who tells the police he's never seen Amy. Johnathan Mostow's tense thriller then follows Jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret.",Breakdown,1997,0118771,Breakdown_dialogue.txt,Breakdown_charinfo.txt,Breakdown_parsed.txt
189,breakfastclub,"Breakfast Club, The",imsdb,Breakfast-Club-The,https://imsdb.com/scripts/Breakfast-Club%2C-The.html,The Breakfast Club,1985-02-15,2108,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",The Breakfast Club,1985,0088847,Breakfast-Club-The_dialogue.txt,Breakfast-Club-The_charinfo.txt,Breakfast-Club-The_parsed.txt
190,breakingaway,Breaking Away,imsdb,Breaking-Away,https://imsdb.com/scripts/Breaking-Away.html,Breaking Away,1979-05-24,20283,"Dave, nineteen, has just graduated high school, with his three friends: the comical Cyril, the warm hearted but short-tempered Moocher, and the athletic, spiteful but good-hearted Mike. Now, Dave enjoys racing bikes and hopes to race the Italians one day, and even takes up the Italian culture, much to his friends and parents annoyance.",Breaking Away,1979,0078902,Breaking-Away_dialogue.txt,Breaking-Away_charinfo.txt,Breaking-Away_parsed.txt
191,brick,Brick,imsdb,Brick,https://imsdb.com/scripts/Brick.html,Brick,2006-03-31,9270,"After a phone call from his ex-girlfriend, teenage loner Brendan Frye learns that her dead body was found. Vowing to solve her murder himself, he must infiltrate high-school cliques that he previously avoided. His search for the truth brings him before some of the school's roughest characters.",Brick,2005,0393109,Brick_dialogue.txt,Brick_charinfo.txt,Brick_parsed.txt
192,bridesmaids,Bridesmaids,imsdb,Bridesmaids,https://imsdb.com/scripts/Bridesmaids.html,Bridesmaids,2011-05-13,55721,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she'll show Lillian and her bridesmaids just how far you'll go for someone you love.",Bridesmaids,2011,1478338,Bridesmaids_dialogue.txt,Bridesmaids_charinfo.txt,Bridesmaids_parsed.txt
193,bringingoutdead,Bringing Out the Dead,imsdb,Bringing-Out-the-Dead,https://imsdb.com/scripts/Bringing-Out-the-Dead.html,Bringing Out the Dead,1999-10-22,8649,"Once called ""Father Frank"" for his efforts to rescue lives, Frank Pierce sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",Bringing Out the Dead,1999,0163988,Bringing-Out-the-Dead_dialogue.txt,Bringing-Out-the-Dead_charinfo.txt,Bringing-Out-the-Dead_parsed.txt
194,brokenarrow,Broken Arrow,imsdb,Broken-Arrow,https://imsdb.com/scripts/Broken-Arrow.html,Broken Arrow,1996-02-09,9208,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",Broken Arrow,1996,0115759,Broken-Arrow_dialogue.txt,Broken-Arrow_charinfo.txt,Broken-Arrow_parsed.txt
195,brokenembraces,Broken Embraces,imsdb,Broken-Embraces,https://imsdb.com/scripts/Broken-Embraces.html,Broken Embraces,2009-03-18,8088,"Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie.",Broken Embraces,2009,0913425,Broken-Embraces_dialogue.txt,Broken-Embraces_charinfo.txt,Broken-Embraces_parsed.txt
196,brothersbloom,"Brothers Bloom, The",imsdb,Brothers-Bloom-The,https://imsdb.com/scripts/Brothers-Bloom%2C-The.html,The Brothers Bloom,2008-09-09,21755,"The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job - showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",The Brothers Bloom,2008,0844286,Brothers-Bloom-The_dialogue.txt,Brothers-Bloom-The_charinfo.txt,Brothers-Bloom-The_parsed.txt
197,brucealmighty,Bruce Almighty,imsdb,Bruce-Almighty,https://imsdb.com/scripts/Bruce-Almighty.html,Bruce Almighty,2003-05-23,310,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God - and the Almighty responds, endowing Bruce with all of His divine powers.",Bruce Almighty,2003,0315327,Bruce-Almighty_dialogue.txt,Bruce-Almighty_charinfo.txt,Bruce-Almighty_parsed.txt
198,bulldurham,Bull Durham,imsdb,Bull-Durham,https://imsdb.com/scripts/Bull-Durham.html,Bull Durham,1988-06-15,287,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",Bull Durham,1988,0094812,Bull-Durham_dialogue.txt,Bull-Durham_charinfo.txt,Bull-Durham_parsed.txt
199,buried,Buried,imsdb,Buried,https://imsdb.com/scripts/Buried.html,Buried,2010-09-24,26388,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,Buried,2010,1462758,Buried_dialogue.txt,Buried_charinfo.txt,Buried_parsed.txt
200,burlesque,Burlesque,imsdb,Burlesque,https://imsdb.com/scripts/Burlesque.html,Burlesque,2010-11-23,42297,"Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory.",Burlesque,2010,1126591,Burlesque_dialogue.txt,Burlesque_charinfo.txt,Burlesque_parsed.txt
201,burnafterreading,Burn After Reading,imsdb,Burn-After-Reading,https://imsdb.com/scripts/Burn-After-Reading.html,Burn After Reading,2008-09-05,4944,"When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees, Linda and Chad, they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo, and those in their orbit.",Burn After Reading,2008,0887883,Burn-After-Reading_dialogue.txt,Burn-After-Reading_charinfo.txt,Burn-After-Reading_parsed.txt
202,burningannie,Burning Annie,imsdb,Burning-Annie,https://imsdb.com/scripts/Burning-Annie.html,Burning Annie,2004-04-03,69904,"The story of a college student with an ""Annie Hall"" addiction trying to make his new relationship work.",Burning Annie,2004,0307879,Burning-Annie_dialogue.txt,Burning-Annie_charinfo.txt,Burning-Annie_parsed.txt
203,butterflyeffect,"Butterfly Effect, The",imsdb,Butterfly-Effect-The,https://imsdb.com/scripts/Butterfly-Effect%2C-The.html,The Butterfly Effect,2004-01-17,1954,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",The Butterfly Effect,2004,0289879,Butterfly-Effect-The_dialogue.txt,Butterfly-Effect-The_charinfo.txt,Butterfly-Effect-The_parsed.txt
204,cableguy,Cable Guy,imsdb,Cable-Guy,https://imsdb.com/scripts/Cable-Guy.html,The Cable Guy,1996-06-10,9894,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up--and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the 'friendship', Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behaviour.",The Cable Guy,1996,0115798,Cable-Guy_dialogue.txt,Cable-Guy_charinfo.txt,Cable-Guy_parsed.txt
205,candletowater,Candle to Water,imsdb,Candle-to-Water,https://imsdb.com/scripts/Candle-to-Water.html,NA,NA,NA,NA,Candle to Water,2012,2387411,Candle-to-Water_dialogue.txt,Candle-to-Water_charinfo.txt,Candle-to-Water_parsed.txt
206,capote,Capote,imsdb,Capote,https://imsdb.com/scripts/Capote.html,Capote,2005-09-30,398,"A biopic of writer Truman Capote and his assignment for The New Yorker to write the non-fiction book ""In Cold Blood"".",Capote,2005,0379725,Capote_dialogue.txt,Capote_charinfo.txt,Capote_parsed.txt
207,carrie,Carrie,imsdb,Carrie,https://imsdb.com/scripts/Carrie.html,Carrie,1976-11-03,7340,"An awkward, telekinetic teenage girl's lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom, she unleashes a horrifying chaos on everyone, leaving nothing but destruction in her wake.",Carrie,1976,0074285,Carrie_dialogue.txt,Carrie_charinfo.txt,Carrie_parsed.txt
208,cars2,Cars 2,imsdb,Cars-2,https://imsdb.com/scripts/Cars-2.html,Cars 2,2011-06-11,49013,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,Cars 2,2011,1216475,Cars-2_dialogue.txt,Cars-2_charinfo.txt,Cars-2_parsed.txt
209,case39,Case 39,imsdb,Case-39,https://imsdb.com/scripts/Case-39.html,Case 39,2009-08-13,28355,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",Case 39,2009,0795351,Case-39_dialogue.txt,Case-39_charinfo.txt,Case-39_parsed.txt
210,casino,Casino,imsdb,Casino,https://imsdb.com/scripts/Casino.html,Casino,1995-11-22,524,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",Casino,1995,0112641,Casino_dialogue.txt,Casino_charinfo.txt,Casino_parsed.txt
